Wind_Direction,Wind_Speed,Wave_Height,Surge,Sway,Heave,Pitch,Yaw,Roll
10,2,20,13.253332547187805,-1.6290792650282382,-0.18427394107768486,2.6702372876405716,0.05825828526727855,0.4916339856237173
10,2,21,13.167268903017044,-1.7974739923775196,-0.1690789122264723,2.656537925541401,0.029602932173808882,0.5278665419220925
10,2,22,13.108457346916198,-1.9780537893176078,-0.15522373737624,2.6500843398571012,0.017614882016133093,0.5669374068155885
10,2,23,13.086716611623764,-2.1723736615478995,-0.14243833657602226,2.6501980926394464,0.021102272150486896,0.609956292077899
10,2,24,6.7199772372841835,-0.0081555922915868,-0.15844728704541922,0.49686185317113996,0.005642359859848511,0.015569221824989654
10,3,4,4.114767471969127,-0.05573908190371003,-0.010799604378582559,0.7732502047270536,-0.10655092638544739,0.015830857221269867
10,3,5,5.663740828037262,-0.11211639651004225,-0.030329088242798206,1.1075037037730218,-0.10599193880334497,0.034399850054411214
10,3,6,7.378716065645218,-0.16621873707696797,-0.05851375970529762,1.4957167739868165,-0.10847969040833413,0.059179936091415586
10,3,7,9.235736418008804,-0.2576281580775976,-0.09412873113795876,1.9318417098224163,-0.1169139918088913,0.08877361204847693
10,3,8,11.335521026849747,-0.3324294842407107,-0.1433507907819003,2.428236070454121,-0.13331556105799974,0.12401199391297996
10,3,9,14.126420403957367,-0.47302307898551227,-0.21961436114832758,3.0395165513157845,-0.17626930548623204,0.15971362617611884
10,3,10,17.29028019237518,-0.5792421454787254,-0.3088471415154636,3.7263938371539114,-0.2334251291975379,0.1966977206543088
10,3,11,20.547011595249177,-0.7116431256085635,-0.4222570970505476,4.43709457206726,-0.29579998198151586,0.238072748798877
10,3,12,21.254175868034363,-0.8050392359346151,-0.4840046167895198,4.925988849043846,-0.30588254920393226,0.28237940507382153
10,3,13,17.788369466781617,-0.8769770105034113,-0.36833516542613504,4.092085031986237,-0.19795411134138705,0.3024911584034562
10,3,14,16.565072146654128,-0.9255563387423754,-0.32313301169499753,3.605076912224293,-0.13486879783682526,0.32467639551311733
10,3,15,15.37621844959259,-0.999332975462079,-0.285454370258376,3.239539355278015,-0.08624324617721141,0.3456671324595809
10,3,16,14.555600167274475,-1.1056137995570898,-0.25966828114011786,2.991154171586037,-0.04355450247199042,0.368675993449986
10,3,17,13.986385797262193,-1.2117405469417573,-0.23754687478596315,2.8318033187389373,-0.0032187790521474983,0.3940694084689021
10,3,18,13.607175503730774,-1.3331001281440258,-0.21765643917845806,2.743546809613705,0.03608560350547441,0.4224835349172354
10,3,19,13.398615503072739,-1.4711370246708393,-0.1998800405708789,2.7015036576390266,0.0662932386603552,0.4558090209811926
10,3,20,13.230799015522003,-1.627910255074501,-0.18221312264849712,2.6691853247880934,0.05732921815134478,0.49146025951206684
10,3,21,13.144646903991699,-1.797106113255024,-0.16724255485009235,2.6550559846162796,0.028505789336065845,0.527684103526175
10,3,22,13.084807368516921,-1.9777936629056931,-0.15349425809146122,2.648411314547062,0.016532549675302106,0.5667589022666216
10,3,23,13.062462940454482,-2.1717410564124586,-0.14081785076333836,2.648368956267834,0.019666921829253625,0.6095803824737668
10,3,24,6.7189095839858055,-0.008156329979101429,-0.1584599760826677,0.4962991299107671,0.005660598917984316,0.015569776325719431
10,4,4,4.095046957671642,-0.056019666418782435,-0.009084029448268211,0.7712072079032659,-0.10666297936625779,0.01573846305967362
10,4,5,5.642030222773552,-0.1115164645165205,-0.028518716787573794,1.105185368075967,-0.10611608312651515,0.034301083090831526
10,4,6,7.359621854424477,-0.16598853003047406,-0.05656554726690047,1.493552649408579,-0.1086454266756773,0.059056181802414356
10,4,7,9.229689104318618,-0.2568328648470342,-0.09223873024329328,1.9300210760235788,-0.11713821101933718,0.08865677962824703
10,4,8,11.33616143655777,-0.33143790951743723,-0.1413803034219891,2.426561891078949,-0.1335899506378919,0.12387853827700018
10,4,9,14.133421999216079,-0.47228043037652967,-0.21777575900778173,3.037904681444168,-0.17651877447217704,0.15959778656810522
10,4,10,17.30082275009155,-0.5768418052643538,-0.3068924624621868,3.7248613888025286,-0.2337105740942061,0.19651440269127488
10,4,11,20.56002419090271,-0.709204946488142,-0.42049050495773554,4.435115018844605,-0.2960926632210612,0.23794929121807218
10,4,12,21.241556033611296,-0.8022029102444649,-0.4812353769540787,4.919103687763214,-0.30607634745538237,0.2821055147834122
10,4,13,17.7875625872612,-0.8743010337501764,-0.3662454392760992,4.087123131513596,-0.19824668042734264,0.3022919248044491
10,4,14,16.554418419122698,-0.9240730200856924,-0.3209466511979699,3.601679313361645,-0.13532639406062663,0.324344096429646
10,4,15,15.365518608570099,-0.9985026601701975,-0.2831604551970959,3.2381788703799246,-0.08678881447855383,0.34538797441869973
10,4,16,14.54043475985527,-1.1046466089487075,-0.2573059295077328,2.990937673151493,-0.044228765534281594,0.36843100550025704
10,4,17,13.967403321743012,-1.2111010532081128,-0.235058538492618,2.83169063693285,-0.004072305426754411,0.3938777172192931
